Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude,Location,Street Direction,Street Number,Street Name,Street Type
2522 Chicago,10002713.,"Adamo Group, Inc.",39200.00,Non-HHF,03/26/2015,No,5,Boston Edison,42.377218,-83.110347,"location
(42.377218, -83.110347)",,2522,CHICAGO,Blvd
15773 Linwood,12010897.,Able Demolition,18281.00,Non-HHF,03/25/2015,No,2,Pilgrim Village,42.407588,-83.127875,"location
(42.407588, -83.127875)",,15773,LINWOOD,St
5251 Chalmers,21055966.,Homrich,16800.00,HHF,03/25/2015,No,4,Chandler Park-Chalmers,42.397707,-82.960763,"location
(42.397707, -82.960763)",,5251,CHALMERS,St
22100 Lyndon,22010198-9,Homrich,16900.00,HHF,03/24/2015,No,1,Brightmoor,42.393325,-83.258042,"location
(42.393325, -83.258042)",,22100,LYNDON,St
12201 Auburn,22092730.,Homrich,17400.00,HHF,03/24/2015,No,7,Weatherby,42.376525,-83.234295,"location
(42.376525, -83.234295)",,12201,AUBURN,St
19449 Houghton,22115436.014,Homrich,21600.00,HHF,03/24/2015,No,1,Berg-Lahser,42.433466,-83.26133,"location
(42.433466, -83.26133)",,19449,HOUGHTON,St
4330 Maryland,21064197.,Brown Environmental Construction,5605.00,Non-HHF,03/23/2015,No,4,Morningside,42.393508,-82.949171,"location
(42.393508, -82.949171)",,4330,MARYLAND,St
5938 PHILIP,21060324.,Homrich,18400.00,HHF,03/23/2015,No,4,Chandler Park-Chalmers,42.403419,-82.96111,"location
(42.403419, -82.96111)",,5938,PHILIP,St
5905 Philip,21060485.,Homrich,14800.00,HHF,03/23/2015,No,4,Chandler Park-Chalmers,42.402799,-82.961339,"location
(42.402799, -82.961339)",,5905,PHILIP,St
5287 Wayburn,21063890.,Brown Environmental Construction,8237.00,Non-HHF,03/23/2015,No,4,Morningside,42.400054,-82.955816,"location
(42.400054, -82.955816)",,5287,WAYBURN,St
15876 Evanston,21004884.,Homrich,14600.00,HHF,03/23/2015,No,4,Outer Drive-Hayes,42.409271,-82.949669,"location
(42.409271, -82.949669)",,15876,EVANSTON,St
5782 Chalmers,21055455.,Homrich,22200.00,HHF,03/23/2015,No,4,Chandler Park-Chalmers,42.401652,-82.962343,"location
(42.401652, -82.962343)",,5782,CHALMERS,St
20202 Hickory,21030349.,Blue Star,12500.00,Non-HHF,03/23/2015,No,3,Conner Creek,42.445901,-82.987653,"location
(42.445901, -82.987653)",,20202,HICKORY,St
15750 Livernois,12013200-1,RDC Construction Services,13715.00,Non-HHF,03/19/2015,Yes,2,Pilgrim Village,42.407079,-83.140053,"location
(42.407079, -83.140053)",,15750,LIVERNOIS,Ave
901 Selden,04000759.,Dore & Associates,95200.00,Non-HHF,03/18/2015,Yes,6,Midtown,42.345465,-83.067559,"location
(42.345465, -83.067559)",,901,SELDEN,St
6714 Brace,22080884.,Homrich,19800.00,HHF,03/17/2015,No,7,Warrendale,42.339962,-83.222706,"location
(42.339962, -83.222706)",,6714,BRACE,St
8064 Burt Rd,22107285.,Homrich,19000.00,HHF,03/17/2015,No,7,Warrendale,42.351178,-83.245035,"location
(42.351178, -83.245035)",,8064,BURT RD,Rd
8482 Burt Rd,22107317.,Homrich,18300.00,HHF,03/17/2015,No,7,Warrendale,42.354981,-83.245215,"location
(42.354981, -83.245215)",,8482,BURT RD,Rd
8459 Ashton,22075846.,Homrich,18200.00,HHF,03/17/2015,No,7,Warrendale,42.355194,-83.217912,"location
(42.355194, -83.217912)",,8459,ASHTON,Ave
19705 Cooley,22115318.,Homrich,19400.00,HHF,03/16/2015,No,1,Berg-Lahser,42.434688,-83.260215,"location
(42.434688, -83.260215)",,19705,COOLEY,St
6500 Minock,22090450.,Able Demolition,11306.95,Non-HHF,03/16/2015,No,7,Warrendale,42.338744,-83.231183,"location
(42.338744, -83.231183)",,6500,MINOCK,St
19435 Houghton,22115436.015,Homrich,22900.00,HHF,03/16/2015,No,1,Berg-Lahser,42.433333,-83.261325,"location
(42.433333, -83.261325)",,19435,HOUGHTON,St
8601 Braile,22105999.,Homrich,22700.00,HHF,03/16/2015,No,7,Warrendale,42.355701,-83.24354,"location
(42.355701, -83.24354)",,8601,BRAILE,St
8456 Braile,22104965.024,Homrich,18500.00,HHF,03/16/2015,No,7,Warrendale,42.3547,-83.24281,"location
(42.3547, -83.24281)",,8456,BRAILE,St
9045 Braile,22105967.,Homrich,15400.00,HHF,03/16/2015,No,7,Franklin Park,42.359905,-83.243626,"location
(42.359905, -83.243626)",,9045,BRAILE,St
13145 Flanders,21011588.,Able Demolition,9842.45,Non-HHF,03/16/2015,No,4,Eden Gardens,42.417415,-82.979647,"location
(42.417415, -82.979647)",,13145,FLANDERS,St
17208 Beaverland,22118453.,Homrich,23100.00,HHF,03/16/2015,No,1,Oak Grove,42.416326,-83.266319,"location
(42.416326, -83.266319)",,17208,BEAVERLAND,St
7410 Waldo,18001968.,"Adamo Group, Inc.",16695.00,HHF,03/13/2015,No,6,Claytown,42.326176,-83.132867,"location
(42.326176, -83.132867)",,7410,WALDO,St
7418 Waldo,18001967.,"Adamo Group, Inc.",41954.00,HHF,03/13/2015,No,6,Claytown,42.326137,-83.132965,"location
(42.326137, -83.132965)",,7418,WALDO,St
1818 Lawndale,20006092.,Farrow Group,11700.00,HHF,03/13/2015,No,6,Springwells,42.306417,-83.130274,"location
(42.306417, -83.130274)",,1818,LAWNDALE,St
12032 Plainview,22093817.,Able Demolition,12675.50,Non-HHF,03/13/2015,No,7,Weatherby,42.374634,-83.234759,"location
(42.374634, -83.234759)",,12032,PLAINVIEW,Ave
9798 Kensington,21072896.,Brown Environmental Construction,8529.45,Non-HHF,03/12/2015,No,4,Yorkshire Woods,42.415849,-82.945665,"location
(42.415849, -82.945665)",,9798,KENSINGTON,Ave
20019 Alcoy,21015746.,DMC Consultants,10100.00,Non-HHF,03/12/2015,No,3,Conner Creek,42.444266,-82.989482,"location
(42.444266, -82.989482)",,20019,ALCOY,St
17331 Westbrook,22110077.,Homrich,22100.00,HHF,03/12/2015,No,1,Holcomb Community,42.418151,-83.251356,"location
(42.418151, -83.251356)",,17331,WESTBROOK,St
19966 Rowe,21035870.,DMC Consultants,10545.00,Non-HHF,03/12/2015,No,3,Conner Creek,42.443194,-83.003453,"location
(42.443194, -83.003453)",,19966,ROWE,St
15430 E Warren,21002399.,1 Way Service,36000.00,Non-HHF,03/12/2015,Yes,4,Morningside,42.398723,-82.948989,"location
(42.398723, -82.948989)",E,15430,WARREN,Ave
15024 Parkside,12011330.,"Adamo Group, Inc.",18512.00,HHF,03/11/2015,No,2,Dexter-Fenkell,42.401213,-83.130527,"location
(42.401213, -83.130527)",,15024,PARKSIDE,St
3559 28th St,14011295.,"Adamo Group, Inc.",59361.00,HHF,03/11/2015,No,6,Chadsey Condon,42.332476,-83.105811,"location
(42.332476, -83.105811)",,3559,28TH ST,St
8529 Oakland,03003008.,"Adamo Group, Inc.",139170.00,Non-HHF,03/11/2015,Yes,5,North End,42.381821,-83.07014,"location
(42.381821, -83.07014)",,8529,OAKLAND,St
775 W Lantz,01007456.,Able Demolition,8792.05,Non-HHF,03/11/2015,No,2,Penrose,42.436754,-83.111782,"location
(42.436754, -83.111782)",W,775,LANTZ,St
8046 Brace,22080973.,Homrich,17600.00,HHF,03/11/2015,No,7,Warrendale,42.351265,-83.223053,"location
(42.351265, -83.223053)",,8046,BRACE,St
15385 Parkside,12011578.,"Adamo Group, Inc.",18737.00,HHF,03/11/2015,No,2,Pilgrim Village,42.404463,-83.131685,"location
(42.404463, -83.131685)",,15385,PARKSIDE,St
15062 Parkside,12011336.,"Adamo Group, Inc.",12711.00,HHF,03/11/2015,No,2,Dexter-Fenkell,42.401706,-83.130546,"location
(42.401706, -83.130546)",,15062,PARKSIDE,St
14856 Muirland,12011639.,"Adamo Group, Inc.",17918.00,HHF,03/11/2015,No,2,Dexter-Fenkell,42.399784,-83.132812,"location
(42.399784, -83.132812)",,14856,MUIRLAND,St
8046 Witt,20002010.,Able Demolition,8686.00,Non-HHF,03/11/2015,No,6,Central Southwest,42.301145,-83.121787,"location
(42.301145, -83.121787)",,8046,WITT,St
15021 Parkside,12011606.,"Adamo Group, Inc.",12084.00,HHF,03/10/2015,No,2,Dexter-Fenkell,42.401121,-83.131123,"location
(42.401121, -83.131123)",,15021,PARKSIDE,St
14893 Parkside,12011614.,"Adamo Group, Inc.",9019.00,HHF,03/10/2015,No,2,Dexter-Fenkell,42.400322,-83.131086,"location
(42.400322, -83.131086)",,14893,PARKSIDE,St
21412 Pickford,22015548.,Homrich,21900.00,HHF,03/10/2015,No,1,Holcomb Community,42.424494,-83.253625,"location
(42.424494, -83.253625)",,21412,PICKFORD,St
18481 Teppert,17015142.,"Adamo Group, Inc.",10926.00,HHF,03/10/2015,No,3,Mount Olivet,42.430108,-83.00861,"location
(42.430108, -83.00861)",,18481,TEPPERT,St
2734 Livernois,16017069.,Able Demolition,11211.00,Non-HHF,03/10/2015,No,6,Central Southwest,42.321902,-83.11318,"location
(42.321902, -83.11318)",,2734,LIVERNOIS,Ave
3532 Medbury,13003653.,Able Demolition,13912.75,Non-HHF,03/10/2015,No,5,Poletown East,42.376251,-83.035853,"location
(42.376251, -83.035853)",,3532,MEDBURY,St
16886 Biltmore,22064008.,Able Demolition,11978.60,Non-HHF,03/10/2015,No,1,Crary/St Marys,42.415208,-83.210678,"location
(42.415208, -83.210678)",,16886,BILTMORE,St
17401 Teppert,17015196.,"Adamo Group, Inc.",10926.00,HHF,03/10/2015,No,3,Mount Olivet,42.423599,-83.00822,"location
(42.423599, -83.00822)",,17401,TEPPERT,St
8115 Brace,22081200.,Homrich,17400.00,HHF,03/10/2015,No,7,Warrendale,42.352188,-83.223857,"location
(42.352188, -83.223857)",,8115,BRACE,St
15881 E State Fair,21024569.,"Adamo Group, Inc.",23269.48,HHF,03/10/2015,No,3,Regent Park,42.443138,-82.956838,"location
(42.443138, -82.956838)",E,15881,STATE FAIR,St
8249 Terry,22043337.,"Adamo Group, Inc.",12466.26,HHF,03/10/2015,No,7,Fiskhorn,42.354287,-83.190705,"location
(42.354287, -83.190705)",,8249,TERRY,St
7315 Chalfonte,16006012.,Able Demolition,8789.53,Non-HHF,03/09/2015,No,7,Chalfonte,42.400109,-83.143871,"location
(42.400109, -83.143871)",,7315,CHALFONTE,St
14899 Parkside,12011613.,"Adamo Group, Inc.",8306.00,HHF,03/09/2015,No,2,Dexter-Fenkell,42.400405,-83.13109,"location
(42.400405, -83.13109)",,14899,PARKSIDE,St
12637 Westphalia,21031975.,DMC Consultants,11594.00,Non-HHF,03/09/2015,No,4,Gratiot-Findlay,42.42344,-82.991519,"location
(42.42344, -82.991519)",,12637,WESTPHALIA,St
15861 E State Fair,21024566.,"Adamo Group, Inc.",19173.01,HHF,03/09/2015,No,3,Regent Park,42.44313,-82.957227,"location
(42.44313, -82.957227)",E,15861,STATE FAIR,St
14887 Parkside,12011615.,"Adamo Group, Inc.",9037.00,HHF,03/09/2015,No,2,Dexter-Fenkell,42.40024,-83.131083,"location
(42.40024, -83.131083)",,14887,PARKSIDE,St
12730 Greiner,21020366.,DMC Consultants,16091.00,Non-HHF,03/09/2015,No,3,Von Steuben,42.427216,-82.993842,"location
(42.427216, -82.993842)",,12730,GREINER,St
12760 Dresden,21034611.,DMC Consultants,9597.00,Non-HHF,03/09/2015,No,4,LaSalle College Park,42.42045,-82.997017,"location
(42.42045, -82.997017)",,12760,DRESDEN,St
15647 E State Fair,21024547.,"Adamo Group, Inc.",16583.18,HHF,03/09/2015,No,3,Regent Park,42.443092,-82.959959,"location
(42.443092, -82.959959)",E,15647,STATE FAIR,St
6603 Roosevelt,12010226.,Able Demolition,13900.13,Non-HHF,03/06/2015,No,5,Midwest,42.353112,-83.10689,"location
(42.353112, -83.10689)",,6603,ROOSEVELT,St
19919 Rosemont,22076781.,"Adamo Group, Inc.",15817.90,HHF,03/06/2015,No,1,O'Hair Park,42.437706,-83.222586,"location
(42.437706, -83.222586)",,19919,ROSEMONT,Ave
20109 Rosemont,22076758.,"Adamo Group, Inc.",13564.49,HHF,03/06/2015,No,1,O'Hair Park,42.440463,-83.222722,"location
(42.440463, -83.222722)",,20109,ROSEMONT,Ave
1990 Clements,08004577.,Able Demolition,16503.40,Non-HHF,03/05/2015,No,2,Oakman Blvd Community,42.396743,-83.115512,"location
(42.396743, -83.115512)",,1990,CLEMENTS,St
17354 Braile,22105366.,"Adamo Group, Inc.",14164.15,HHF,03/05/2015,No,1,Holcomb Community,42.418558,-83.245805,"location
(42.418558, -83.245805)",,17354,BRAILE,St
20830 Santa Clara,22014411.,"Adamo Group, Inc.",20111.12,HHF,03/05/2015,No,1,Holcomb Community,42.41937,-83.248083,"location
(42.41937, -83.248083)",,20830,SANTA CLARA,Ave
19202 Rosemont,22076640.,"Adamo Group, Inc.",11244.26,HHF,03/05/2015,No,1,O'Hair Park,42.431504,-83.221455,"location
(42.431504, -83.221455)",,19202,ROSEMONT,Ave
20051 Greenview,22080129.,"Adamo Group, Inc.",14468.09,HHF,03/05/2015,No,1,O'Hair Park,42.439611,-83.226221,"location
(42.439611, -83.226221)",,20051,GREENVIEW,Ave
4003 W Vernor,14000319.,RDC Construction Services,21950.00,Non-HHF,03/05/2015,Yes,6,Hubbard Farms,42.321537,-83.091892,"location
(42.321537, -83.091892)",W,4003,VERNOR,Hwy
19448 Faust,22078836.,"Adamo Group, Inc.",11460.72,HHF,03/05/2015,No,1,O'Hair Park,42.434316,-83.223942,"location
(42.434316, -83.223942)",,19448,FAUST,Ave
4007 W Vernor,14000320.,RDC Construction Services,21950.00,Non-HHF,03/05/2015,Yes,6,Hubbard Farms,42.321501,-83.091984,"location
(42.321501, -83.091984)",W,4007,VERNOR,Hwy
20136 Keating,09023909.,Able Demolition,20730.25,Non-HHF,03/05/2015,No,3,Nolan,42.442773,-83.100224,"location
(42.442773, -83.100224)",,20136,KEATING,St
15217 E State Fair,21024509.,"Adamo Group, Inc.",17450.78,HHF,03/05/2015,No,3,Regent Park,42.442963,-82.965335,"location
(42.442963, -82.965335)",E,15217,STATE FAIR,St
15870 Lawton,12006179.,Able Demolition,9569.75,Non-HHF,03/04/2015,No,2,Pilgrim Village,42.408889,-83.129381,"location
(42.408889, -83.129381)",,15870,LAWTON,St
15220 Coram,21022058.,"Adamo Group, Inc.",17211.41,HHF,03/04/2015,No,3,Regent Park,42.437857,-82.965007,"location
(42.437857, -82.965007)",,15220,CORAM,St
20109 Avon,22081614.,"Adamo Group, Inc.",13597.41,HHF,03/04/2015,No,1,O'Hair Park,42.440344,-83.227427,"location
(42.440344, -83.227427)",,20109,AVON,Ave
1526 Van Dyke,17009191.,1 Way Service,16800.00,Non-HHF,03/04/2015,No,5,West Village,42.356485,-82.998055,"location
(42.356485, -82.998055)",,1526,VAN DYKE,St
15900 Dexter,12010693.,Able Demolition,10695.90,Non-HHF,03/04/2015,No,2,Pilgrim Village,42.409189,-83.136242,"location
(42.409189, -83.136242)",,15900,DEXTER,Ave
17126 Griggs,16041205.,Farrow Group,11000.00,HHF,03/04/2015,No,2,Schulze,42.417311,-83.163298,"location
(42.417311, -83.163298)",,17126,GRIGGS,St
18410 Norwood,13022092.,"Adamo Group, Inc.",17027.00,HHF,03/04/2015,No,3,Conant Gardens,42.427539,-83.066061,"location
(42.427539, -83.066061)",,18410,NORWOOD,St
15603 Coram,21022151.,DMC Consultants,10225.00,Non-HHF,03/04/2015,No,3,Regent Park,42.438489,-82.960569,"location
(42.438489, -82.960569)",,15603,CORAM,St
15849 Coram,21022173.,"Adamo Group, Inc.",20747.79,HHF,03/04/2015,No,3,Regent Park,42.438544,-82.957261,"location
(42.438544, -82.957261)",,15849,CORAM,St
15827 Coram,21022170.,"Adamo Group, Inc.",21634.87,HHF,03/04/2015,No,3,Regent Park,42.438538,-82.957695,"location
(42.438538, -82.957695)",,15827,CORAM,St
18911 Patton,22104334.,"Adamo Group, Inc.",11320.49,HHF,03/04/2015,No,1,Holcomb Community,42.42724,-83.245532,"location
(42.42724, -83.245532)",,18911,PATTON,St
15801 Coram,21022167.,"Adamo Group, Inc.",20739.57,HHF,03/04/2015,No,3,Regent Park,42.438531,-82.958128,"location
(42.438531, -82.958128)",,15801,CORAM,St
17536 Kentfield,22100319.,"Adamo Group, Inc.",16566.05,HHF,03/04/2015,No,1,Holcomb Community,42.419739,-83.241047,"location
(42.419739, -83.241047)",,17536,KENTFIELD,St
15857 Coram,21022174.,"Adamo Group, Inc.",25501.19,HHF,03/04/2015,No,3,Regent Park,42.438546,-82.957117,"location
(42.438546, -82.957117)",,15857,CORAM,St
5840 W Warren,16001896.,Able Demolition,6696.30,Non-HHF,03/04/2015,Yes,6,Midwest,42.344755,-83.12417,"location
(42.344755, -83.12417)",W,5840,WARREN,Ave
20920 W Mcnichols,22013599.,"Adamo Group, Inc.",21961.89,HHF,03/04/2015,No,1,Holcomb Community,42.415223,-83.248276,"location
(42.415223, -83.248276)",W,20920,MCNICHOLS,Rd
17303 Ferguson,22063739.,"Adamo Group, Inc.",11139.95,HHF,03/04/2015,No,2,College Park,42.41768,-83.21037,"location
(42.41768, -83.21037)",,17303,FERGUSON,St
17544 Fielding,22102710.,"Adamo Group, Inc.",14861.49,HHF,03/04/2015,No,1,Holcomb Community,42.419785,-83.243436,"location
(42.419785, -83.243436)",,17544,FIELDING,St
16000 Novara,21022352.,DMC Consultants,10750.00,Non-HHF,03/04/2015,No,3,Regent Park,42.438925,-82.955657,"location
(42.438925, -82.955657)",,16000,NOVARA,St
3027 Doris,12005175-6,DMC Consultants,12132.00,HHF,03/03/2015,No,2,Oakman Blvd Community,42.396533,-83.130494,"location
(42.396533, -83.130494)",,3027,DORIS,St
19420 Grandville,22088545.004,"Adamo Group, Inc.",14829.38,HHF,03/03/2015,No,1,O'Hair Park,42.433736,-83.231926,"location
(42.433736, -83.231926)",,19420,GRANDVILLE,Ave
18111 Heyden,22099536.,"Adamo Group, Inc.",16486.15,HHF,03/03/2015,No,1,Holcomb Community,42.421881,-83.240695,"location
(42.421881, -83.240695)",,18111,HEYDEN,St
14190 Dolphin,22114717.,Blue Star,9900.00,HHF,03/03/2015,No,1,Brightmoor,42.389585,-83.258622,"location
(42.389585, -83.258622)",,14190,DOLPHIN,St
7501 W WARREN,18003534.,Able Demolition,14836.90,Non-HHF,03/03/2015,Yes,6,Claytown,42.344515,-83.143758,"location
(42.344515, -83.143758)",W,7501,WARREN,Ave
15865 Coram,21022175.,"Adamo Group, Inc.",20288.66,HHF,03/03/2015,No,3,Regent Park,42.438548,-82.956972,"location
(42.438548, -82.956972)",,15865,CORAM,St
18964 Annchester,22091799.,"Adamo Group, Inc.",12304.07,HHF,03/02/2015,No,1,Evergreen-Outer Drive,42.428209,-83.235183,"location
(42.428209, -83.235183)",,18964,ANNCHESTER,Rd
18549 Heyden,22099489.,"Adamo Group, Inc.",20313.16,HHF,03/02/2015,No,1,Holcomb Community,42.426534,-83.240939,"location
(42.426534, -83.240939)",,18549,HEYDEN,St
18410 Stout,22101430.,"Adamo Group, Inc.",12995.35,HHF,03/02/2015,No,1,Holcomb Community,42.42461,-83.242477,"location
(42.42461, -83.242477)",,18410,STOUT,St
16515 Tacoma,21023948.,"Adamo Group, Inc.",15202.04,HHF,03/02/2015,No,3,Regent Park,42.442248,-82.948859,"location
(42.442248, -82.948859)",,16515,TACOMA,St
4309 Clements,14005553.,ABC Demolition,16550.00,HHF,03/02/2015,No,7,Oakman Blvd Community,42.387944,-83.137652,"location
(42.387944, -83.137652)",,4309,CLEMENTS,St
2346 Richton,08003740.,Able Demolition,9292.00,Non-HHF,03/02/2015,No,5,Dexter-Linwood,42.387546,-83.113188,"location
(42.387546, -83.113188)",,2346,RICHTON,St
19003 Annchester,22091950.,"Adamo Group, Inc.",12038.16,HHF,03/02/2015,No,1,Evergreen-Outer Drive,42.428739,-83.235842,"location
(42.428739, -83.235842)",,19003,ANNCHESTER,Rd
14000 Dolphin,22114695.,Blue Star,11800.00,HHF,03/02/2015,No,1,Brightmoor,42.387392,-83.258556,"location
(42.387392, -83.258556)",,14000,DOLPHIN,St
18909 Annchester,22091961.,"Adamo Group, Inc.",12160.06,HHF,03/02/2015,No,1,Evergreen-Outer Drive,42.427491,-83.235788,"location
(42.427491, -83.235788)",,18909,ANNCHESTER,Rd
15309 Liberal,21022933.,"Adamo Group, Inc.",17515.25,HHF,03/02/2015,No,3,Regent Park,42.440211,-82.96344,"location
(42.440211, -82.96344)",,15309,LIBERAL,St
19020 Stout,22101445.011,"Adamo Group, Inc.",17617.78,HHF,03/02/2015,No,1,Holcomb Community,42.428768,-83.242711,"location
(42.428768, -83.242711)",,19020,STOUT,St
7324 Brace,22080925.,Blue Star,9900.00,HHF,02/27/2015,No,7,Warrendale,42.345179,-83.222881,"location
(42.345179, -83.222881)",,7324,BRACE,St
4844 Radnor,21078229.,Brown Environmental Construction,13089.00,Non-HHF,02/27/2015,No,4,Cornerstone Village,42.409247,-82.917574,"location
(42.409247, -82.917574)",,4844,RADNOR,St
11728 Vaughan,22097554.,"Adamo Group, Inc.",24890.10,HHF,02/26/2015,No,7,Weatherby,42.373802,-83.237218,"location
(42.373802, -83.237218)",,11728,VAUGHAN,St
19012 Annchester,22091805.,"Adamo Group, Inc.",11966.98,HHF,02/26/2015,No,1,Evergreen-Outer Drive,42.428868,-83.23521,"location
(42.428868, -83.23521)",,19012,ANNCHESTER,Rd
18120 Stout,22101405.,"Adamo Group, Inc.",15959.57,HHF,02/26/2015,No,1,Holcomb Community,42.421927,-83.242355,"location
(42.421927, -83.242355)",,18120,STOUT,St
9046 Trinity,22108321.001,"Adamo Group, Inc.",16377.55,HHF,02/26/2015,No,7,Franklin Park,42.35985,-83.246584,"location
(42.35985, -83.246584)",,9046,TRINITY,St
17855 Rowe,21036052.,"Adamo Group, Inc.",9712.00,HHF,02/26/2015,No,3,Von Steuben,42.426191,-83.003464,"location
(42.426191, -83.003464)",,17855,ROWE,St
9114 Trinity,22108327.002L,"Adamo Group, Inc.",16883.20,HHF,02/26/2015,No,7,Franklin Park,42.360789,-83.246631,"location
(42.360789, -83.246631)",,9114,TRINITY,St
11200 E Warren,21002604.,1 Way Service,12125.00,Non-HHF,02/26/2015,Yes,4,West End,42.386705,-82.984715,"location
(42.386705, -82.984715)",E,11200,WARREN,Ave
2101 Puritan,08005194-6,Able Demolition,21210.00,Non-HHF,02/26/2015,Yes,2,Pilgrim Village,42.41008,-83.120718,"location
(42.41008, -83.120718)",,2101,PURITAN,St
5901 Chalmers,21055929.,Homrich,16900.00,HHF,02/26/2015,No,4,Chandler Park-Chalmers,42.401991,-82.963602,"location
(42.401991, -82.963602)",,5901,CHALMERS,St
2696 Clements,10004269.,Able Demolition,38885.00,Non-HHF,02/26/2015,No,2,Oakman Blvd Community,42.393414,-83.124465,"location
(42.393414, -83.124465)",,2696,CLEMENTS,St
2342 Cortland,08003835.,Able Demolition,8383.00,Non-HHF,02/26/2015,No,5,Dexter-Linwood,42.388305,-83.113634,"location
(42.388305, -83.113634)",,2342,CORTLAND,St
6740 Westwood,22089185.,"Adamo Group, Inc.",12031.32,HHF,02/25/2015,No,7,Warrendale,42.340199,-83.230034,"location
(42.340199, -83.230034)",,6740,WESTWOOD,
6850 Vaughan,22097303.,"Adamo Group, Inc.",12896.75,HHF,02/25/2015,No,7,Warrendale,42.34164,-83.236194,"location
(42.34164, -83.236194)",,6850,VAUGHAN,St
5636 E Mcnichols,13007092.,Able Demolition,10014.15,Non-HHF,02/25/2015,Yes,3,Davison,42.418761,-83.045956,"location
(42.418761, -83.045956)",E,5636,MCNICHOLS,Rd
19300 Margareta,22015753.,"Adamo Group, Inc.",17050.28,HHF,02/25/2015,No,1,Evergreen-Outer Drive,42.426895,-83.232197,"location
(42.426895, -83.232197)",,19300,MARGARETA,St
1994 Glynn Ct,08003173.,Able Demolition,20667.13,Non-HHF,02/25/2015,No,5,Dexter-Linwood,42.38171,-83.10523,"location
(42.38171, -83.10523)",,1994,GLYNN CT,Ct
6404 Vaughan,22097260.,"Adamo Group, Inc.",14357.19,HHF,02/25/2015,No,7,Warrendale,42.337319,-83.236033,"location
(42.337319, -83.236033)",,6404,VAUGHAN,St
